Beds,Baths,Price,StreetAddress,Area
1,1,619900,2-3250 W 4TH AVENUE,Vancouver
7,4,4180000,2176 W 57TH AVENUE,Vancouver
1,1,648500,606-550 TAYLOR STREET,Vancouver
1,1,550000,906-5470 ORMIDALE STREET,Vancouver
1,1,475000,1220-2012 FULLERTON AVENUE,North Vancouver
1,1,629800,805-2388 MADISON AVENUE,Burnaby
2,2,1188000,903-1887 CROWE STREET,Vancouver
6,5,2099000,444 E 6TH STREET,North Vancouver
6,4,2588000,147 E 64TH AVENUE,Vancouver
5,5,4999000,2585 WESTHILL WAY,West Vancouver
3,2,1100000,3934 HASTINGS STREET,Burnaby
3,1,1899500,7065 CLARENDON STREET,Vancouver
6,7,6800000,1128 W 49TH AVENUE,Vancouver
3,3,3199000,602-620 CARDERO STREET,Vancouver
6,6,2858000,3976 YALE STREET,Burnaby
1,1,399900,204-5450 EMPIRE DRIVE,Burnaby
6,7,6380000,2168 W 22ND AVENUE,Vancouver
2,2,950000,3007-6658 DOW AVENUE,Burnaby
4,6,3960000,3376 W KING EDWARD AVENUE,Vancouver
1,1,579000,1505-489 INTERURBAN WAY,Vancouver
3,3,1599000,2917 PARKER STREET,Vancouver
4,3,1599000,2915 PARKER STREET,Vancouver
1,1,689000,1602-1009 EXPO BOULEVARD,Vancouver
2,2,1968000,2102-1335 HOWE STREET,Vancouver
2,2,1830000,1602-1335 HOWE STREET,Vancouver
2,3,2600000,3806-1111 ALBERNI STREET,Vancouver
6,4,2299000,2050 JORDAN DRIVE,Burnaby
2,2,778800,4906-4650 BRENTWOOD BOULEVARD,Burnaby
1,1,425000,215-1425 ESQUIMALT AVENUE,West Vancouver
2,3,2099900,304-2485 LARCH STREET,Vancouver
2,2,1699900,201-2485 LARCH STREET,Vancouver
2,2,889900,808-1401 HUNTER STREET,North Vancouver
7,5,1999000,2477 ST. LAWRENCE STREET,Vancouver
4,4,1690000,3586 TRINITY STREET,Vancouver
4,4,2468000,1236 ESQUIMALT AVENUE,West Vancouver
3,2,988000,802-2121 W 38TH AVENUE,Vancouver
3,4,4980000,501-1515 HOMER MEWS,Vancouver
8,4,3888000,438 W 17TH AVENUE,Vancouver
1,1,588800,2003-5470 ORMIDALE STREET,Vancouver
5,4,2988000,1775 19TH STREET,West Vancouver
1,1,685000,302-518 BEATTY STREET,Vancouver
6,7,6580000,1665 OTTAWA AVENUE,West Vancouver
1,1,658000,902-5333 GORING STREET,Burnaby
7,4,3200000,981 KINGS AVENUE,West Vancouver
11,6,1990000,7183 PAULUS CRESCENT,Burnaby
3,3,1998000,2201-909 BURRARD STREET,Vancouver
1,1,649000,503-123 W 1ST AVENUE,Vancouver
1,1,849000,2504-1401 HUNTER STREET,North Vancouver
7,5,2999900,488 E 22ND AVENUE,Vancouver
2,2,1599000,PH5-250 E 6TH AVENUE,Vancouver
3,3,2588000,5456 KEITH ROAD,West Vancouver
3,3,1880000,6-238 W 62ND AVENUE,Vancouver
2,2,2249000,2503-8 SMITHE MEWS,Vancouver
2,2,1920000,2104-1616 BAYSHORE DRIVE,Vancouver
1,1,635000,304-2100 W 3RD AVENUE,Vancouver
1,1,549900,1910-5665 BOUNDARY ROAD,Vancouver
7,8,5990000,1590 RENA CRESCENT,West Vancouver
2,2,1448000,2601-1228 W HASTINGS STREET,Vancouver
1,1,750000,407-3638 W BROADWAY AVENUE,Vancouver
2,2,1330000,604-5383 CAMBIE STREET,Vancouver
3,3,3488000,35-4900 CARTIER STREET,Vancouver
2,2,1989900,402-2485 LARCH STREET,Vancouver
7,5,1950000,2479 ST. LAWRENCE STREET,Vancouver
2,2,1198000,PH805-2228 W BROADWAY,Vancouver
N/A ,0,25000000,5343 YEW STREET,Vancouver
7,8,4388000,6192 ELGIN AVENUE,Burnaby
1,1,929900,304-3995 UPLANDS WAY,West Vancouver
9,10,5000000,4155 VICTORY STREET,Burnaby
2,2,1048888,1206-1401 HUNTER STREET,North Vancouver
5,2,1699000,5221 CLARENDON STREET,Vancouver
4,4,1799800,2278 E 38TH AVENUE,Vancouver
2,2,842000,608-170 W 1ST STREET,North Vancouver
5,6,7590000,4035 W 28TH AVENUE,Vancouver
6,3,6200000,1775 CEDAR CRESCENT,Vancouver
2,2,1999999,504-1678 PULLMAN PORTER STREET,Vancouver
5,7,5998000,4893 NORTHWOOD PLACE,West Vancouver
1,2,1965500,3-3-550 BEATTY STREET,Vancouver
1,1,750000,211-5723 BALSAM STREET,Vancouver
2,2,2980000,5802 EAGLE ISLAND,West Vancouver
1,1,449000,312-1040 PACIFIC STREET,Vancouver
4,4,1298000,4717 VILLAGE DRIVE,Burnaby
5,3,1998000,245 W 27TH STREET,North Vancouver
6,8,6500000,1491 W 26TH AVENUE,Vancouver
1,1,639000,707-8031 NUNAVUT LANE,Vancouver
2,3,1905900,205-3995 UPLANDS WAY,West Vancouver
3,2,1490000,306-7777 CAMBIE STREET,Vancouver
6,7,5880000,6883 ANGUS DRIVE,Vancouver
5,8,12580000,4651 SIMPSON AVENUE,Vancouver
4,5,7468000,6926 BLENHEIM STREET,Vancouver
3,4,1998000,1617 D MAHON AVENUE,North Vancouver
3,3,1398000,106-4798 HAZEL STREET,Burnaby
2,2,799000,8-5128 CANADA WAY,Burnaby
6,7,7188000,3877 W 38TH AVENUE,Vancouver
0,1,519900,2203-1199 SEYMOUR STREET,Vancouver
2,3,6388000,4440 NW MARINE DRIVE,Vancouver
3,3,2460000,3002-1111 RICHARDS STREET,Vancouver
3,1,1999999,4430 ONTARIO STREET,Vancouver
7,11,18500000,2870 SW MARINE DRIVE,Vancouver
3,2,2188800,2667 E PENDER STREET,Vancouver
5,4,2099995,3988 PHYLLIS ROAD,North Vancouver
N/A ,0,10250000,41 W PENDER STREET,Vancouver
2,2,2299000,2658 E 4TH AVENUE,Vancouver
2,2,1160000,307-5325 WEST BOULEVARD,Vancouver
2,2,1079000,210-444 W 49TH AVENUE,Vancouver
5,2,3480000,2677 LAWSON AVENUE,West Vancouver
1,1,650000,1409-610 GRANVILLE STREET,Vancouver
6,7,4699000,4231 CHELSEA CRESCENT,North Vancouver
5,7,5580000,516 HADDEN DRIVE,West Vancouver
1,1,925000,310-728 W 8TH AVENUE,Vancouver
2,2,1199000,102-650 E 2ND STREET,North Vancouver
5,4,3399000,1343 W 33RD AVENUE,Vancouver
N/A ,0,4800000,5330 VICTORIA DRIVE,Vancouver
1,1,525000,102-175 W 4TH STREET,North Vancouver
1,1,549000,107-310 E 3RD STREET,North Vancouver
2,2,2198000,3805-1289 HORNBY STREET,Vancouver
5,4,3498000,1345 SINCLAIR STREET,West Vancouver
2,2,825000,1104-1277 NELSON STREET,Vancouver
2,2,1388000,2405-4711 HAZEL STREET,Burnaby
6,6,5180000,2985 W 20TH AVENUE,Vancouver
2,2,1998000,3307-1028 BARCLAY STREET,Vancouver
0,1,499888,1407-680 SEYLYNN CRESCENT,North Vancouver
2,2,1899000,701-2135 ARGYLE AVENUE,West Vancouver
2,2,975000,2207-1775 QUEBEC STREET,Vancouver
3,3,1299000,407 CHESTERFIELD AVENUE,North Vancouver
10,6,2575000,1473 BLAINE AVENUE,Burnaby
1,1,467000,1-135 W 21ST STREET,North Vancouver
2,2,898000,7-6498 ELGIN AVENUE,Burnaby
2,2,969000,205-2036 YORK AVENUE,Vancouver
6,8,14980000,1337 CAMRIDGE ROAD,West Vancouver
5,4,3980000,1085 PALMERSTON AVENUE,West Vancouver
3,3,2950000,1777 MATHERS AVENUE,West Vancouver
1,1,699900,1406-1471 HUNTER STREET,North Vancouver
2,2,1588000,1807-889 PACIFIC STREET,Vancouver
2,2,1510000,804-210 E 5 AVENUE,Vancouver
2,2,2455000,1106-1033 MARINASIDE CRESCENT,Vancouver
2,3,14800000,3623 CAMERON AVENUE,Vancouver
8,3,3380000,4276 WALLACE STREET,Vancouver
3,1,989900,85-1930 CEDAR VILLAGE CRESCENT,North Vancouver
2,3,2250000,1317 CHESTNUT STREET,Vancouver
1,1,768000,2702-5058 JOYCE STREET,Vancouver
7,7,3298000,1145 SUTHERLAND AVENUE,North Vancouver
2,2,879000,1404-4400 BUCHANAN STREET,Burnaby
2,2,1999900,1801-1335 HOWE STREET,Vancouver
3,3,3288000,1701-1372 SEYMOUR STREET,Vancouver
3,3,2848000,3403-1189 MELVILLE STREET,Vancouver
6,6,5790000,3866 W 18TH AVENUE,Vancouver
5,2,1099999,5932 HARDWICK STREET,Burnaby
3,2,1149000,B208-1331 HOMER STREET,Vancouver
6,7,9880000,2968 BURFIELD PLACE,West Vancouver
5,6,6980000,2432 CHIPPENDALE ROAD,West Vancouver
2,2,659000,210-7288 ACORN AVENUE,Burnaby
5,4,3980000,3706 W 17TH AVENUE,Vancouver
3,4,4799000,903-1328 MARINASIDE CRESCENT,Vancouver
7,7,7380000,2987 W 31ST AVENUE,Vancouver
1,2,899000,321-680 SEYLYNN CRESCENT,North Vancouver
5,4,2398000,2725 PANDORA STREET,Vancouver
1,1,449000,503-6076 TISDALL STREET,Vancouver
6,7,3998000,405 MONTROYAL BOULEVARD,North Vancouver
3,3,1098000,2866 E KENT AVENUE SOUTH,Vancouver
3,3,1499000,34-5221 OAKMOUNT CRESCENT,Burnaby
1,1,479900,302-53 W HASTINGS STREET,Vancouver
5,4,2958000,2870 MACKENZIE STREET,Vancouver
2,2,1499800,508-1768 COOK STREET,Vancouver
5,5,4498000,1267 DUCHESS AVENUE,West Vancouver
3,3,1748800,1748 15TH AVENUE,Vancouver
6,5,2850000,7179 SOUTHVIEW PLACE,Burnaby
4,2,2090000,2757 CAMBRIDGE STREET,Vancouver
4,6,5560000,1569 TYROL COURT,West Vancouver
2,2,2428000,205-1425 W 6TH AVENUE,Vancouver
8,7,3298000,285 W WINDSOR ROAD,North Vancouver
3,3,1445000,2301-5628 BIRNEY AVENUE,Vancouver
4,3,2648000,1141 PALMERSTON AVENUE,West Vancouver
2,3,1739000,28-2250 FOLKESTONE WAY,West Vancouver
2,2,799000,304-140 E KEITH ROAD,North Vancouver
4,3,2798900,3610 REGENT AVENUE,North Vancouver
2,2,2399000,603-1678 PULLMAN PORTER STREET,Vancouver
3,3,1079900,11-815 TOBRUCK AVENUE,North Vancouver
6,4,2198000,3492 E 49TH AVENUE,Vancouver
N/A ,0,5500000,2219 KINGSWAY,Vancouver
N/A ,0,5200000,101-304-8690 MONTCALM STREET,Vancouver
3,2,988000,123-4858 SLOCAN STREET,Vancouver
8,7,2600000,2248 GALT STREET,Vancouver
1,1,879000,1002-788 RICHARDS STREET,Vancouver
3,2,1739000,3466 FRANKLIN STREET,Vancouver
4,3,2980000,3622 POINT GREY ROAD,Vancouver
3,3,950000,104-7418 BYRNEPARK WALK,Burnaby
3,2,1500000,891 E PENDER STREET,Vancouver
2,2,699900,505-930 CAMBIE STREET,Vancouver
3,2,999900,2503-5058 JOYCE STREET,Vancouver
1,1,638800,205-4888 BRENTWOOD DRIVE,Burnaby
2,2,2580000,1603-428 BEACH CRESCENT,Vancouver
2,2,1055000,2109-125 E 14TH STREET,North Vancouver
2,3,3339000,4110-1289 HORNBY STREET,Vancouver
2,1,628000,1406-7077 BERESFORD STREET,Burnaby
1,1,1375000,108-4900 CARTIER STREET,Vancouver
1,1,599900,2805-5058 JOYCE STREET,Vancouver
3,2,998800,307-3588 SAWMILL CRESCENT,Vancouver
1,1,699000,2501-7088 18TH AVENUE,Burnaby
6,4,2450000,36 E 47TH AVENUE,Vancouver
2,2,1580000,1203-1575 BEACH AVENUE,Vancouver
3,3,2168000,4906 CAMBIE STREET,Vancouver
2,1,1150000,801-27 ALEXANDER STREET,Vancouver
6,9,8998000,3485 MATHERS AVENUE,West Vancouver
5,3,1499000,5718 NELSON AVENUE,Burnaby
2,1,1099900,517 DRAKE STREET,Vancouver
2,2,1179000,3806-4458 BERESFORD STREET,Burnaby
3,3,4995000,5450 BAILLIE STREET,Vancouver
5,3,3788000,3967 W BROADWAY,Vancouver
2,2,799900,401-3638 W BROADWAY,Vancouver
1,1,1898000,PH5-1288 W GEORGIA STREET,Vancouver
2,2,888900,402-1771 NELSON STREET,Vancouver
1,1,499000,3002-4508 HAZEL STREET,Burnaby
4,3,1280000,89-3180 E 58TH AVENUE,Vancouver
4,2,2598000,3280 LAUREL STREET,Vancouver
4,3,999900,2068 SPRINGER AVENUE,Burnaby
6,4,2980000,4559 W 12TH AVENUE,Vancouver
1,1,729900,2907-602 CITADEL PARADE,Vancouver
3,3,1900000,1201 ALBERNI STREET,Vancouver
1,2,999900,203-3373 CAPILANO CRESCENT,North Vancouver
0,1,538000,1310-1333 W GEORGIA STREET,Vancouver
3,4,4480000,4954 MEADFEILD ROAD,West Vancouver
5,2,1998000,1466 ROSS ROAD,North Vancouver
2,1,549000,403-5652 PATTERSON AVENUE,Burnaby
3,3,1298000,1-5048 SAVILE ROW,Burnaby
2,2,1100000,409-5383 CAMBIE STREET,Vancouver
1,1,545000,213-7088 SALISBURY AVENUE,Burnaby
1,1,999900,307-1477 W PENDER STREET,Vancouver
3,3,1438888,TH01-2288 ALPHA AVENUE,Burnaby
5,6,3998000,363 W 28TH STREET,North Vancouver
7,5,2699000,5462 EWART STREET,Burnaby
3,3,4398000,2233 WESTHILL DRIVE,West Vancouver
5,7,16800000,2345 KADLEC COURT,West Vancouver
4,2,2090000,129 E KING EDWARD AVENUE,Vancouver
3,2,1650000,2335 HEATHER STREET,Vancouver
4,3,3499900,3151 TRAVERS AVENUE,West Vancouver
2,2,1113000,302-555 JERVIS STREET,Vancouver
2,2,999000,1001-125 W 2ND STREET,North Vancouver
2,2,854800,207-3289 RIVERWALK AVENUE,Vancouver
2,2,1288000,205-1765 MARINE DRIVE,West Vancouver
1,1,538000,409-989 NELSON STREET,Vancouver
2,3,1098000,3325 MOUNTAIN HIGHWAY,North Vancouver
2,2,788900,201-1771 NELSON STREET,Vancouver
2,2,899000,2304-2232 DOUGLAS ROAD,Burnaby
N/A ,0,7000,2757 NORLAND AVENUE,Burnaby
3,3,2790000,5-5681 BIRNEY AVENUE,Vancouver
N/A ,0,6100000,5468 HASTINGS STREET,Burnaby
N/A ,0,7500000,3333 COMMERCIAL DRIVE,Vancouver
3,4,949000,6744 KNEALE PLACE,Burnaby
2,2,1548000,404-175 VICTORY SHIP WAY,Vancouver
7,7,9998888,1466 BRAMWELL ROAD,West Vancouver
3,2,1199000,115-444 W 49TH AVENUE,Vancouver
2,2,759000,214-3289 RIVERWALK AVENUE,Vancouver
2,3,1549000,1065 RICHARDS STREET,Vancouver
N/A ,0,16800000,2345 KADLEC COURT,West Vancouver
1,1,495000,209-168 POWELL STREET,Vancouver
2,3,3250000,1902-499 BROUGHTON STREET,Vancouver
2,3,3333000,4010-1289 HORNBY STREET,Vancouver
4,5,2998000,4728 WOODGREEN DRIVE,West Vancouver
1,1,599000,905-128 W CORDOVA STREET,Vancouver
5,2,1598000,1618 E 35TH AVENUE,Vancouver
4,2,6680000,2003 W 19TH AVENUE,Vancouver
3,4,1649000,2310 BROCK STREET,Vancouver
7,7,3649000,440 W QUEENS ROAD,North Vancouver
5,2,1988000,60 E 17TH AVENUE,Vancouver
4,3,1899000,2246 W 8TH AVENUE,Vancouver
1,1,699000,1632-938 SMITHE STREET,Vancouver
1,1,800000,2003-838 W HASTINGS STREET,Vancouver
N/A ,0,4995000,5450 BAILLIE STREET,Vancouver
N/A ,0,4995000,5450 BAILLIE STREET,Vancouver
3,4,2998800,4201 ROCKRIDGE CRESCENT,West Vancouver
5,5,3995000,1381 W 22ND STREET,North Vancouver
2,2,830000,405-183 W 23RD STREET,North Vancouver
7,4,3199000,2505 NELSON AVENUE,West Vancouver
2,3,5288000,5704-1128 W GEORGIA STREET,Vancouver
2,2,1238000,403-4570 HASTINGS STREET,Burnaby
1,1,668800,108-1510 NELSON STREET,Vancouver
7,6,4798000,3606 EDGEMONT BOULEVARD,North Vancouver
2,2,2220000,1201-2088 BARCLAY STREET,Vancouver
2,2,1488000,1208-1289 HORNBY STREET,Vancouver
6,6,5748000,1892 DUCHESS AVENUE,West Vancouver
3,3,1688000,2002-909 BURRARD STREET,Vancouver
N/A ,0,7780000,3377 CAMBIE STREET,Vancouver
2,2,989900,1203-1835 MORTON AVENUE,Vancouver
6,3,8980000,5669 ASH STREET,Vancouver
2,2,899000,402-1633 MACKAY AVENUE,North Vancouver
2,2,778000,1106-2232 DOUGLAS ROAD,Burnaby
3,3,2399000,801-5955 BALSAM STREET,Vancouver
3,4,1358000,3455 WILLIAM STREET,Vancouver
3,2,1180000,401-6700 DUNBLANE AVENUE,Burnaby
2,2,1199000,904-2550 SPRUCE STREET,Vancouver
4,1,1699000,875 CANYON BOULEVARD,North Vancouver
4,2,1798000,4892 ROYAL OAK AVENUE,Burnaby
N/A ,0,1428000,3521 ANNE MACDONALD WAY,North Vancouver
2,2,1790000,1602-3581 E KENT AVENUE NORTH AVENUE,Vancouver
2,2,859000,3710-4508 HAZEL STREET,Burnaby
2,2,2699000,1903-428 BEACH CRESCENT,Vancouver
3,2,829800,1866 PURCELL WAY,North Vancouver
2,2,1128000,313-4951 SANDERS STREET,Burnaby
2,2,1299000,508-6328 CAMBIE STREET,Vancouver
4,3,1699800,3162 VENABLES STREET,Vancouver
3,2,1683680,7-6 W 17TH AVENUE,Vancouver
4,4,1798000,3390 E 49TH AVENUE,Vancouver
4,4,1798000,6511 TYNE STREET,Vancouver
3,4,3669800,507+508-2105 W 46TH AVENUE,Vancouver
2,2,849600,203-1633 W 11TH AVENUE,Vancouver
4,3,1699800,3164 VENABLES STREET,Vancouver
3,3,1399000,2289 GALT STREET,Vancouver
1,2,1860460,12-6 W 17TH AVENUE,Vancouver
2,2,2165620,2-6 W 17TH AVENUE,Vancouver
4,2,6800000,3866 MARINE DRIVE,West Vancouver
3,3,4298000,5307-1289 HORNBY STREET,Vancouver
3,3,1699000,301-2150 W 40TH AVENUE,Vancouver
7,6,3098800,808 E 10TH STREET,North Vancouver
2,2,1186900,3804-2186 GILMORE AVENUE,Burnaby
1,1,645000,508-1189 HOWE STREET,Vancouver
2,2,1949900,2605-1335 HOWE STREET,Vancouver
2,2,1398000,1106-5629 BIRNEY AVENUE,Vancouver
2,3,1899000,1303-1499 W PENDER STREET,Vancouver
2,2,1699000,1206-889 PACIFIC STREET,Vancouver
8,12,28880000,1188 W 55TH AVENUE,Vancouver
3,3,1779000,1628 E 33RD AVENUE,Vancouver
6,7,4498000,651 ALPINE COURT,North Vancouver
3,2,1799000,7776 JASPER CRESCENT,Vancouver
2,2,988000,201-2036 YORK STREET,Vancouver
4,4,5500000,2550 WESTHILL DRIVE,West Vancouver
5,3,2998000,955 HAMPSHIRE ROAD,North Vancouver
2,2,938000,1407-6700 DUNBLANE AVENUE,Burnaby
6,5,3498000,733 E 12TH STREET,North Vancouver
3,2,2498000,938 LEOVISTA AVENUE,North Vancouver
6,7,4280000,1450 FULTON AVENUE,West Vancouver
5,3,3500000,45 E 49TH AVENUE,Vancouver
1,1,600000,305-7088 18TH AVENUE,Burnaby
1,1,749000,301-1480 HOWE STREET,Vancouver
2,2,1050000,2801-2077 ROSSER AVENUE,Burnaby
2,2,1178900,504-4168 LOUGHEED HIGHWAY,Burnaby
3,2,3319900,2304-1335 HOWE STREET,Vancouver
1,1,710000,1403-1723 ALBERNI STREET,Vancouver
4,2,1999900,952 BEAUMONT DRIVE,North Vancouver
2,2,799800,3108-4808 HAZEL STREET,Burnaby
5,8,59800000,4838 BELMONT AVENUE,Vancouver
2,2,1590900,903-889 PACIFIC STREET,Vancouver
5,6,5800000,1408 31ST STREET,West Vancouver
1,2,575000,501-6611 SOUTHOAKS CRESCENT,Burnaby
1,1,394500,1008-1850 COMOX STREET,Vancouver
2,2,2998000,504-3101 BURFIELD PLACE,West Vancouver
1,2,1249000,904-528 BEATTY STREET,Vancouver
3,4,4498000,302-2275 TWIN CREEK PLACE,West Vancouver
3,3,3598000,2558 MATHERS AVENUE,West Vancouver
5,3,2388000,6252 SELMA AVENUE,Burnaby
3,4,2390000,1063 W 64TH AVENUE,Vancouver
2,2,1488000,906-1288 MARINASIDE CRESCENT,Vancouver
1,1,639000,1109-6098 STATION STREET,Burnaby
N/A ,0,39000000,SL 1-46-4951 SANDERS STREET,Burnaby
2,2,1068000,620-455 SW MARINE DRIVE,Vancouver
3,3,3688000,THK-1111 MARINASIDE CRESCENT,Vancouver
2,2,1216900,2402-4168 LOUGHEED HIGHWAY,Burnaby
3,5,21888000,PH4201-1077 W CORDOVA STREET,Vancouver
2,1,999000,5-3140 W 4TH AVENUE,Vancouver
6,7,5880000,1433 W 48TH AVENUE,Vancouver
3,2,1299000,1701-5058 JOYCE STREET,Vancouver
3,2,990000,NE802-2220 KINGSWAY,Vancouver
6,3,3598000,3651 W 26TH AVENUE,Vancouver
3,2,1799000,105-918 W 32ND AVENUE,Vancouver
1,1,837500,103-918 W 32ND AVENUE,Vancouver
5,5,5980000,2478 WESTHILL COURT,West Vancouver
2,2,948000,1901-1255 SEYMOUR STREET,Vancouver
6,6,2586000,6633 KITCHENER STREET,Burnaby
3,3,799900,3-6481 ELGIN AVENUE,Burnaby
2,2,1100000,4008-1888 GILMORE AVENUE,Burnaby
2,2,1799900,1902-838 W HASTINGS STREET,Vancouver
6,7,6890000,1196 W 48TH AVENUE,Vancouver
0,1,699000,2203-1289 HORNBY STREET,Vancouver
2,1,729900,309-857 W 15TH STREET,North Vancouver
5,2,2100000,5455 JOYCE STREET,Vancouver
2,2,1140000,906-1633 CAPILANO ROAD,North Vancouver
3,4,2225000,1258 E 26TH AVENUE,Vancouver
3,2,1439000,402-1590 W 8 AVENUE,Vancouver
2,2,2499000,3101-867 HAMILTON STREET,Vancouver
2,2,1475000,405-1155 MAINLAND STREET,Vancouver
2,2,2289000,602-1888 ALBERNI STREET,Vancouver
6,5,3860000,3460 YUKON STREET,Vancouver
5,7,3688800,7637 SUSSEX AVENUE,Burnaby
11,6,3200000,1462 E 1ST AVENUE,Vancouver
2,2,1358000,106-5325 WEST BOULEVARD,Vancouver
6,6,8488000,1556 ERRIGAL PLACE,West Vancouver
6,6,2498000,4503 WOODGREEN DRIVE,West Vancouver
6,2,2999900,495 LAKEWOOD DRIVE,Vancouver
2,2,869000,110-139 W 22ND STREET,North Vancouver
9,6,5990000,1020 WOLFE AVENUE,Vancouver
2,2,1280000,1701-550 PACIFIC STREET,Vancouver
3,3,3250000,322-1228 MARINASIDE CRESCENT,Vancouver
6,3,1799000,3114 E 14TH AVENUE,Vancouver
1,1,769000,118-1869 SPYGLASS PLACE,Vancouver
1,1,539800,1705-1308 HORNBY STREET,Vancouver
5,3,1835000,1943 E 55TH AVENUE,Vancouver
2,2,758000,207-7000 21ST AVENUE,Burnaby
2,1,629900,702-5932 PATTERSON AVENUE,Burnaby
5,5,3695000,1215 DUCHESS AVENUE,West Vancouver
4,5,3890000,4649 W 7TH AVENUE,Vancouver
5,3,3788000,2252 LAWSON AVENUE,West Vancouver
2,2,2480000,4304-1111 ALBERNI STREET,Vancouver
2,2,2190000,4903-1289 HORNBY STREET,Vancouver
2,2,1449000,201-2203 BELLEVUE AVENUE,West Vancouver
1,1,688000,1102-1471 HUNTER STREET,North Vancouver
2,2,1818000,2703-550 PACIFIC STREET,Vancouver
2,2,1818000,2703-550 PACIFIC STREET,Vancouver
3,2,3298000,5037 HOWE SOUND LANE,West Vancouver
5,2,2468000,1215 JEFFERSON AVENUE,West Vancouver
5,5,1999900,6905 BUTLER STREET,Vancouver
1,1,968800,305-1495 RICHARDS STREET,Vancouver
5,5,4980000,2380 PALMERSTON AVENUE,West Vancouver
1,1,585000,903-6088 WILLINGDON AVENUE,Burnaby
N/A ,0,2399888,5929 MARINE DRIVE,West Vancouver
2,2,699800,905-7368 SANDBORNE AVENUE,Burnaby
3,3,1298000,4145 MILLER STREET,Vancouver
5,5,4695000,598 ST. ANDREWS ROAD,West Vancouver
4,3,3680000,4105 RIPPLE ROAD,West Vancouver
7,4,2398000,4379 KITCHENER STREET,Burnaby
6,2,1299000,939 E 17TH AVENUE,Vancouver
1,1,899000,2601-889 PACIFIC STREET,Vancouver
2,2,1088000,307-2785 LIBRARY LANE,North Vancouver
6,8,5680000,3503 W 42ND AVENUE,Vancouver
3,2,1499000,410-2201 PINE STREET,Vancouver
2,2,2473328,3802-1289 HORNBY STREET,Vancouver
3,1,1488500,785 SKEENA STREET,Vancouver
2,2,798000,107-1085 W 17TH STREET,North Vancouver
3,1,3400000,4386 ERWIN DRIVE,West Vancouver
2,2,1150000,3708-4458 BERESFORD STREET,Burnaby
2,2,1149000,1701-1308 HORNBY STREET,Vancouver
2,2,825000,904-550 TAYLOR STREET,Vancouver
3,3,2288000,801-6328 CAMBIE STREET,Vancouver
3,3,1298000,84-6878 SOUTHPOINT DRIVE,Burnaby
2,2,1539900,1904-1633 CAPILANO ROAD,North Vancouver
3,3,2399900,601-5955 BALSAM STREET,Vancouver
7,6,2320000,1768 E 63RD AVENUE,Vancouver
2,2,828000,1206-5665 BOUNDARY ROAD,Vancouver
6,10,17998000,1438 W 32ND AVENUE,Vancouver
3,3,5988000,402-1281 W CORDOVA STREET,Vancouver
2,2,2599000,PH1-124 W 1ST STREET,North Vancouver
2,2,1388000,3628 EDINBURGH STREET,Vancouver
1,1,599000,708-5058 JOYCE STREET,Vancouver
4,5,5988000,5262 GRANVILLE STREET,Vancouver
4,2,1598000,2003 W 15TH AVENUE,Vancouver
3,3,5150000,302-323 JERVIS STREET,Vancouver
1,1,699000,2506-6658 DOW AVENUE,Burnaby
4,5,5780000,3011 W 27TH AVENUE,Vancouver
2,2,618000,301-7368 ROYAL OAK AVENUE,Burnaby
1,1,899900,2102-1323 HOMER STREET,Vancouver
5,3,3880000,4555 MAGNOLIA STREET,Vancouver
4,3,6500000,1600-1919 BEACH AVENUE,Vancouver
2,2,998000,1707-4465 JUNEAU STREET,Burnaby
2,2,1188000,2802-6220 MCKAY AVENUE,Burnaby
6,4,2698000,4470 SLOCAN STREET,Vancouver
2,2,1777850,3011-1289 HORNBY STREET,Vancouver
3,3,2080000,3204-1211 MELVILLE STREET,Vancouver
2,2,1280000,1204-125 MILROSS AVENUE,Vancouver
2,2,839000,607-8580 RIVER DISTRICT CROSSING,Vancouver
3,5,2088000,6793 WINCH STREET,Burnaby
3,3,4198000,4515 LANGARA AVENUE,Vancouver
3,2,724900,209-121 W 29TH STREET,North Vancouver
3,3,1299999,8486 KERR STREET,Vancouver
2,2,1530000,1008-198 AQUARIUS MEWS,Vancouver
6,6,3288000,2929 W 15TH AVENUE,Vancouver
10,2,4500000,554 W 21ST AVENUE,Vancouver
3,3,2198000,803-885 CAMBIE STREET,Vancouver
3,1,1649900,1831 ARBORLYNN DRIVE,North Vancouver
2,2,2099000,1303-323 JERVIS STREET,Vancouver
1,1,870000,2912-89 NELSON STREET,Vancouver
2,3,2199900,1396 HORNBY STREET,Vancouver
2,2,838900,1003-1327 E KEITH ROAD,North Vancouver
2,2,1939900,3104-889 PACIFIC STREET,Vancouver
1,1,717900,352-5189 EARLES STREET,Vancouver
4,2,5138000,466 W 27TH AVENUE,Vancouver
2,2,1860000,502-1180 HOMER STREET,Vancouver
3,4,4999999,2704 W 12TH AVENUE,Vancouver
6,5,2498000,3596 W 38TH AVENUE,Vancouver
2,2,1188000,1806-777 RICHARDS STREET,Vancouver
4,2,1199000,5930 HARDWICK STREET,Burnaby
6,8,7988000,735 ST. ANDREWS ROAD,West Vancouver
3,3,1198000,4155 MILLER STREET,Vancouver
2,2,1349900,1407-889 PACIFIC STREET,Vancouver
3,3,3299900,2003-889 PACIFIC STREET,Vancouver
2,1,829900,216-2727 KINGSWAY STREET,Vancouver
2,2,959900,215-2727 KINGSWAY STREET,Vancouver
